3.018167249,1.0369362
3.021553733,1.032758952
3.033198802,1.032114229
3.042601218,1.03341797
3.05444227,1.040321226
3.060320866,1.032064489
3.072145371,1.038052527
3.087499281,1.038820141
3.09749187,1.039303246
3.100730553,1.031350792
3.118124302,1.040922172
3.124010071,1.033069008
3.136812939,1.039317477
3.143446573,1.034201807
3.15975362,1.039565271
3.160543602,1.032805349
3.178127153,1.032845942
3.184190977,1.040847421
3.195640949,1.034205495
3.207940003,1.034565162
3.213090735,1.03516347
3.222984666,1.041011719
3.236403708,1.033696828
3.248900847,1.041652445
3.252390602,1.036903063
3.260499525,1.040251956
3.274505574,1.041025076
3.28046281,1.036552326
3.291030942,1.041349132
3.304338763,1.041676155
3.317680283,1.042060543
3.325226193,1.042682074
3.334702892,1.04214468
3.340372769,1.033624124
3.351395444,1.041868851
3.364921374,1.043572116
3.378500982,1.042471846
3.384399419,1.034550388
3.394891376,1.040362628
3.408062194,1.040581835
3.41615104,1.041245642
3.423722347,1.036558263
3.438065958,1.037877239
3.446685612,1.038531945
3.452007826,1.039044911
3.469807299,1.034739281
3.472128883,1.03896505
3.482385023,1.038090033
3.493583057,1.037353955
3.507463859,1.037140291
3.515989512,1.044623092
3.527219315,1.039321793
3.531654893,1.045002316
3.547468638,1.043895914
3.556072718,1.038254303
3.561295286,1.036317065
3.578304844,1.0394417
3.583563974,1.038623972
3.594685901,1.044280341
3.606634066,1.042194834
3.611167081,1.044599434
3.626977152,1.03833221
3.630544484,1.043649171
3.646625453,1.042733213
3.658245343,1.045648177
3.666863375,1.044653125
3.676898528,1.045504246
3.683100888,1.041562692
3.692381855,1.043013697
3.705745408,1.043304539
3.718539667,1.04261007
3.724698693,1.038972961
3.737422134,1.038293912
3.742645342,1.044607811
3.75075474,1.047488725
3.760685744,1.042634167
3.778026554,1.043769773
3.788324304,1.043978255
3.796399581,1.040288476
3.804127624,1.044474584
3.816690778,1.040396455
3.822752705,1.040216868
3.838141997,1.046651619
3.843538876,1.046248136
3.85703133,1.044483007
3.865834916,1.047664263
3.872925063,1.046703961
3.888119944,1.042787599
3.890639801,1.041189957
3.904509441,1.045942964
3.910656283,1.040642423
3.920260162,1.043298787
3.937850145,1.041561415
3.94847135,1.039990199
3.95687438,1.040231127
3.968260197,1.047714561
3.97307554,1.041068706
3.986724101,1.040426879
3.993454067,1.041413422
4.004060625,1.043121313
