t,V,I
0.0,6.0,30.0
0.2000040000800016,6.000400007733478,30.002000038667386
0.4000080001600032,6.000800013866861,30.004000069334303
0.6000120002400048,6.001200016800062,30.006000084000306
0.8000160003200064,6.001600014933004,30.00800007466502
1.000020000400008,6.002000006665633,30.010000033328165
1.2000240004800096,6.002399990397919,30.011999951989594
1.4000280005600112,6.002799964529862,30.013999822649307
1.6000320006400128,6.003199927461503,30.015999637307512
1.8000360007200145,6.003599877592926,30.017999387964625
2.000040000800016,6.003999813324267,30.01999906662133
2.2000440008800175,6.00439973305572,30.0219986652786
2.400048000960019,6.004799635187544,30.023998175937717
2.6000520010400208,6.005199518120064,30.02599759060032
2.8000560011200224,6.005599380253688,30.027996901268438
3.000060001200024,6.005999219988901,30.029996099944505
3.2000640012800257,6.006399035726283,30.031995178631416
3.4000680013600273,6.0067988258665075,30.033994129332534
3.600072001440029,6.007198588810349,30.035992944051742
3.8000760015200306,6.0075983229586924,30.037991614793462
4.000080001600032,6.007998026712539,30.039990133562693
4.200084001680033,6.00839769847301,30.041988492365046
4.400088001760035,6.008797336641354,30.043986683206768
4.600092001840037,6.009196939618956,30.045984698094777
4.800096001920038,6.00959650580734,30.047982529036698
5.00010000200004,6.009996033608179,30.04998016804089
5.2001040020800415,6.010395521423296,30.051977607116477
5.400108002160043,6.010794967654679,30.05397483827339
5.600112002240045,6.011194370704477,30.055971853522383
5.800116002320046,6.011593728975018,30.057968644875086
6.000120002400048,6.011993040868802,30.059965204344007
6.20012400248005,6.01239230478852,30.061961523942596
6.400128002560051,6.0127915191370525,30.06395759568526
6.600132002640053,6.013190682317479,30.06595341158739
6.800136002720055,6.013589792733082,30.067948963665412
7.000140002800056,6.01398884878736,30.069944243936796
7.200144002880058,6.014387848884022,30.071939244420108
7.4001480029600595,6.014786791427006,30.073933957135026
7.600152003040061,6.015185674820477,30.075928374102382
7.800156003120063,6.01558449746884,30.077922487344196
8.000160003200063,6.01598325777674,30.079916288883698
8.200164003280065,6.016381954149073,30.081909770745362
8.400168003360067,6.01678058499099,30.08390292495495
8.600172003440068,6.017179148707904,30.08589574353952
8.80017600352007,6.017577643705498,30.08788821852749
9.000180003600072,6.0179760683897285,30.08988034194864
9.200184003680073,6.018374421166833,30.09187210583416
9.400188003760075,6.0187727004433365,30.09386350221668
9.600192003840077,6.019170904626059,30.095854523130296
9.800196003920078,6.0195690321221225,30.09784516061061
10.00020000400008,6.019967081338952,30.09983540669476
10.200204004080081,6.020365050684288,30.10182525342144
10.400208004160083,6.02076293856619,30.103814692830948
10.600212004240085,6.021160743393043,30.105803716965216
10.800216004320086,6.021558463573566,30.107792317867826
11.000220004400088,6.021956097516813,30.10978048758406
11.20022400448009,6.022353643632186,30.111768218160925
11.400228004560091,6.022751100329437,30.113755501647184
11.600232004640093,6.023148466018678,30.115742330093386
11.800236004720094,6.023545739110381,30.117728695551904
12.000240004800096,6.023942918015392,30.119714590076956
12.200244004880098,6.024340001144932,30.121700005724655
12.4002480049601,6.024736986910604,30.12368493455302
12.600252005040101,6.025133873724405,30.125669368622024
12.800256005120103,6.025530659998722,30.12765329999361
13.000260005200104,6.025927344146349,30.129636720731742
13.200264005280106,6.026323924580485,30.131619622902424
13.400268005360108,6.026720399714746,30.133601998573727
13.60027200544011,6.027116767963168,30.135583839815837
13.80027600552011,6.027513027740216,30.137565138701078
14.000280005600112,6.027909177460787,30.13954588730393
14.200284005680114,6.02830521554022,30.141526077701098
14.400288005760116,6.0287011403943,30.143505701971495
14.600292005840117,6.029096950439263,30.145484752196314
14.800296005920119,6.029492644091809,30.14746322045904
15.00030000600012,6.029888219769099,30.14944109884549
15.200304006080122,6.030283675888766,30.15141837944383
15.400308006160124,6.030679010868925,30.153395054344625
15.600312006240125,6.031074223128172,30.15537111564086
15.800316006320127,6.031469311085598,30.157346555427985
16.000320006400127,6.031864273160785,30.159321365803923
16.20032400648013,6.032259107773823,30.161295538869112
16.40032800656013,6.032653813345312,30.163269066726556
16.600332006640134,6.033048388296366,30.165241941481828
16.800336006720133,6.033442831048624,30.167214155243116
17.000340006800137,6.03383714002425,30.169185700121247
17.200344006880137,6.034231313645947,30.171156568229733
17.40034800696014,6.034625350336959,30.17312675168479
17.60035200704014,6.035019248521074,30.17509624260537
17.800356007120143,6.03541300662264,30.177065033113198
18.000360007200143,6.035806623066559,30.179033115332796
18.200364007280147,6.036200096278305,30.181000481391525
18.400368007360147,6.036593424683923,30.182967123419612
18.60037200744015,6.036986606710034,30.18493303355017
18.80037600752015,6.0373796407838505,30.186898203919252
19.000380007600153,6.037772525333173,30.188862626665863
19.200384007680153,6.0381652587864005,30.190826293932002
19.400388007760156,6.038557839572537,30.192789197862684
19.600392007840156,6.038950266121198,30.194751330605985
19.80039600792016,6.039342536862613,30.196712684313063
20.00040000800016,6.039734650227638,30.19867325113819
20.200404008080163,6.040126604647758,30.20063302323879
20.400408008160163,6.0405183985550925,30.20259199277546
20.600412008240166,6.0409100303824035,30.204550151912017
20.800416008320166,6.041301498563102,30.206507492815508
21.00042000840017,6.041692801531252,30.20846400765626
21.20042400848017,6.042083937721581,30.210419688607903
21.400428008560173,6.042474905569481,30.212374527847405
21.600432008640173,6.04286570351102,30.2143285175551
21.800436008720176,6.043256329982944,30.216281649914716
22.000440008800176,6.043646783422684,30.218233917113416
22.20044400888018,6.044037062268363,30.220185311341815
22.40044800896018,6.044427164958808,30.222135824794037
22.600452009040183,6.0448170899335425,30.22408544966771
22.800456009120182,6.045206835632807,30.22603417816403
23.000460009200186,6.045596400497555,30.22798200248777
23.200464009280186,6.045985782969467,30.22992891484733
23.40046800936019,6.046374981490949,30.231874907454745
23.60047200944019,6.046763994505148,30.233819972525737
23.800476009520192,6.047152820455949,30.23576410227974
24.000480009600192,6.047541457787986,30.237707288939927
24.200484009680196,6.047929904946648,30.239649524733238
24.400488009760195,6.048318160378085,30.241590801890425
24.6004920098402,6.048706222529215,30.24353111264607
24.8004960099202,6.049094089847725,30.245470449238624
25.000500010000202,6.049481760782086,30.24740880391043
25.200504010080202,6.049869233781553,30.249346168907767
25.400508010160205,6.050256507296173,30.251282536480865
25.600512010240205,6.050643579776789,30.253217898883943
25.800516010320205,6.05103044967505,30.255152248375246
26.00052001040021,6.051417115443415,30.257085577217072
26.20052401048021,6.05180357553516,30.259017877675795
26.400528010560212,6.052189828404383,30.26094914202191
26.60053201064021,6.0525758725060115,30.262879362530054
26.800536010720215,6.052961706295807,30.264808531479034
27.000540010800215,6.053347328230375,30.266736641151873
27.20054401088022,6.053732736767165,30.268663683835822
27.400548010960218,6.054117930364481,30.270589651822405
27.60055201104022,6.054502907481489,30.272514537407446
27.80055601112022,6.054887666578221,30.2744383328911
28.000560011200225,6.055272206115575,30.276361030577874
28.200564011280225,6.055656524555336,30.27828262277668
28.400568011360228,6.056040620360167,30.280203101800833
28.600572011440228,6.056424491993624,30.28212245996812
28.80057601152023,6.056808137920161,30.284040689600804
29.00058001160023,6.057191556605133,30.285957783025662
29.200584011680235,6.057574746514803,30.287873732574013
29.400588011760235,6.057957706116351,30.289788530581756
29.600592011840238,6.05834043387788,30.291702169389396
29.800596011920238,6.058722928268415,30.293614641342074
30.00060001200024,6.05910518775792,30.2955259387896
30.20060401208024,6.059487210817295,30.297436054086475
30.400608012160244,6.0598689959183885,30.29934497959194
30.600612012240244,6.060250541533999,30.301252707669992
30.800616012320248,6.060631846137882,30.30315923068941
31.000620012400248,6.061012908204761,30.305064541023803
31.20062401248025,6.061393726210326,30.30696863105163
31.40062801256025,6.061774298631246,30.308871493156225
31.600632012640254,6.062154623945168,30.310773119725837
31.800636012720254,6.0625347006307315,30.312673503153658
32.000640012800254,6.062914527167571,30.314572635837855
32.20064401288026,6.06329410203632,30.316470510181595
32.40064801296026,6.063673423718616,30.31836711859308
32.60065201304026,6.064052490697115,30.320262453485576
32.80065601312026,6.064431301455489,30.32215650727744
33.00066001320027,6.064809854478432,30.32404927239216
33.20066401328027,6.065188148251674,30.325940741258368
33.40066801336027,6.06556618126198,30.3278309063099
33.60067201344027,6.065943951997157,30.329719759985785
33.800676013520274,6.066321458946063,30.33160729473031
34.000680013600274,6.06669870059861,30.333493502993047
34.200684013680274,6.067075675445771,30.335378377228853
34.40068801376027,6.067452381979587,30.337261909897933
34.60069201384028,6.067828818693172,30.339144093465862
34.80069601392028,6.0682049840807215,30.341024920403605
35.00070001400028,6.068580876637512,30.342904383187555
35.20070401408028,6.068956494859913,30.344782474299564
35.40070801416029,6.069331837245393,30.346659186226965
35.60071201424029,6.069706902292524,30.34853451146262
35.80071601432029,6.070081688500985,30.350408442504925
36.00072001440029,6.070456194371573,30.352280971857862
36.20072401448029,6.070830418406203,30.35415209203101
36.40072801456029,6.07120435910792,30.3560217955396
36.60073201464029,6.071578014980904,30.357890074904518
36.80073601472029,6.07195138453047,30.35975692265235
37.0007400148003,6.0723244662630815,30.361622331315406
37.2007440148803,6.072697258686352,30.36348629343176
37.4007480149603,6.073069760309052,30.36534880154526
37.6007520150403,6.0734419696411175,30.367209848205587
37.80075601512031,6.073813885193651,30.369069425968256
38.000760015200306,6.074185505478932,30.37092752739466
38.200764015280306,6.07455682901042,30.372784145052098
38.400768015360306,6.074927854302762,30.374639271513807
38.600772015440306,6.075298579871798,30.376492899358986
38.80077601552031,6.075669004234566,30.378345021172827
39.00078001560031,6.076039125909311,30.380195629546552
39.20078401568031,6.076408943415487,30.38204471707743
39.40078801576031,6.0767784552737645,30.383892276368822
39.60079201584032,6.07714766000604,30.385738300030198
39.80079601592032,6.077516556135434,30.387582780677167
40.00080001600032,6.077885142186303,30.389425710931512
